Datum;Uhrzeit;8:00 Uhr Prognose [MW];Online Hochrechnung [MW]
07.01.2016;11:30 - 11:45;2404;2222
07.01.2016;11:45 - 12:00;2442;2232
07.01.2016;12:00 - 12:15;2483;2218
07.01.2016;12:15 - 12:30;2520;2241
07.01.2016;12:30 - 12:45;2547;2293
07.01.2016;12:45 - 13:00;2590;2338
07.01.2016;13:00 - 13:15;2621;2398
07.01.2016;13:15 - 13:30;2657;2515
07.01.2016;13:30 - 13:45;2675;2631
07.01.2016;13:45 - 14:00;2716;2733
07.01.2016;14:00 - 14:15;2720;2764
07.01.2016;14:15 - 14:30;2683;2850
07.01.2016;14:30 - 14:45;2662;2907
07.01.2016;14:45 - 15:00;2631;2949
07.01.2016;15:00 - 15:15;2603;2989
07.01.2016;15:15 - 15:30;2573;3040
07.01.2016;15:30 - 15:45;2555;3078
07.01.2016;15:45 - 16:00;2548;3100
07.01.2016;16:00 - 16:15;2518;3099
07.01.2016;16:15 - 16:30;2529;3104
07.01.2016;16:30 - 16:45;2487;3153
07.01.2016;16:45 - 17:00;2465;3247
07.01.2016;17:00 - 17:15;2424;3347
07.01.2016;17:15 - 17:30;2433;3540
07.01.2016;17:30 - 17:45;2503;3712
07.01.2016;17:45 - 18:00;2576;3999
07.01.2016;18:00 - 18:15;2695;4265
07.01.2016;18:15 - 18:30;2779;4449
07.01.2016;18:30 - 18:45;2912;4657
07.01.2016;18:45 - 19:00;2982;4771
07.01.2016;19:00 - 19:15;3053;4906
07.01.2016;19:15 - 19:30;3034;5010
07.01.2016;19:30 - 19:45;3026;5035
07.01.2016;19:45 - 20:00;3000;5064
07.01.2016;20:00 - 20:15;3033;5053
07.01.2016;20:15 - 20:30;2977;5105
07.01.2016;20:30 - 20:45;2815;5188
07.01.2016;20:45 - 21:00;2748;5334
07.01.2016;21:00 - 21:15;2713;5454
07.01.2016;21:15 - 21:30;2733;5568
07.01.2016;21:30 - 21:45;2756;5670
07.01.2016;21:45 - 22:00;2801;5675
07.01.2016;22:00 - 22:15;2788;5375
07.01.2016;22:15 - 22:30;2776;5369
07.01.2016;22:30 - 22:45;2766;5347
07.01.2016;22:45 - 23:00;2790;5254
07.01.2016;23:00 - 23:15;2792;5110
07.01.2016;23:15 - 23:30;2806;5016
07.01.2016;23:30 - 23:45;2855;5016
07.01.2016;23:45 - 00:00;2888;4972
08.01.2016;00:00 - 00:15;3713;4978
08.01.2016;00:15 - 00:30;3717;5030
08.01.2016;00:30 - 00:45;3750;5076
08.01.2016;00:45 - 01:00;3793;5175
08.01.2016;01:00 - 01:15;3807;5157
08.01.2016;01:15 - 01:30;3826;5140
08.01.2016;01:30 - 01:45;3897;5079
08.01.2016;01:45 - 02:00;3973;5062
08.01.2016;02:00 - 02:15;3974;5013
08.01.2016;02:15 - 02:30;3945;4979
08.01.2016;02:30 - 02:45;3909;4973
08.01.2016;02:45 - 03:00;3852;4902
08.01.2016;03:00 - 03:15;3825;4860
08.01.2016;03:15 - 03:30;3782;4822
08.01.2016;03:30 - 03:45;3721;4811
08.01.2016;03:45 - 04:00;3659;4793
08.01.2016;04:00 - 04:15;3635;4779
08.01.2016;04:15 - 04:30;3602;4750
08.01.2016;04:30 - 04:45;3560;4683
08.01.2016;04:45 - 05:00;3517;4705
08.01.2016;05:00 - 05:15;3500;4691
08.01.2016;05:15 - 05:30;3477;4594
08.01.2016;05:30 - 05:45;3428;4454
08.01.2016;05:45 - 06:00;3380;4311
08.01.2016;06:00 - 06:15;3331;4267
08.01.2016;06:15 - 06:30;3320;4177
08.01.2016;06:30 - 06:45;3287;4123
08.01.2016;06:45 - 07:00;3255;4086
08.01.2016;07:00 - 07:15;3202;4100
08.01.2016;07:15 - 07:30;3199;4059
08.01.2016;07:30 - 07:45;3144;4067
08.01.2016;07:45 - 08:00;3087;4051
08.01.2016;08:00 - 08:15;3045;4031
08.01.2016;08:15 - 08:30;3009;3925
08.01.2016;08:30 - 08:45;2970;3793
08.01.2016;08:45 - 09:00;2942;3673
08.01.2016;09:00 - 09:15;2931;3565
08.01.2016;09:15 - 09:30;2927;3371
08.01.2016;09:30 - 09:45;2921;3163
08.01.2016;09:45 - 10:00;2916;2927
08.01.2016;10:00 - 10:15;2929;2839
08.01.2016;10:15 - 10:30;2940;2774
08.01.2016;10:30 - 10:45;2948;2625
08.01.2016;10:45 - 11:00;2944;2515
08.01.2016;11:00 - 11:15;2919;2437
08.01.2016;11:15 - 11:30;2841;2333
08.01.2016;11:30 - 11:45;2692;2283
08.01.2016;11:45 - 12:00;2535;2157
08.01.2016;12:00 - 12:15;2424;2052
08.01.2016;12:15 - 12:30;2331;1978
08.01.2016;12:30 - 12:45;2254;1864
08.01.2016;12:45 - 13:00;2182;1757
08.01.2016;13:00 - 13:15;2134;1668
08.01.2016;13:15 - 13:30;2063;1538
08.01.2016;13:30 - 13:45;1949;1451
08.01.2016;13:45 - 14:00;1822;1363
08.01.2016;14:00 - 14:15;1751;1217
08.01.2016;14:15 - 14:30;1702;1115
08.01.2016;14:30 - 14:45;1666;1001
08.01.2016;14:45 - 15:00;1625;895
08.01.2016;15:00 - 15:15;1597;829
08.01.2016;15:15 - 15:30;1570;779
08.01.2016;15:30 - 15:45;1510;706
08.01.2016;15:45 - 16:00;1466;672
08.01.2016;16:00 - 16:15;1446;703
08.01.2016;16:15 - 16:30;1450;743
08.01.2016;16:30 - 16:45;1470;769
08.01.2016;16:45 - 17:00;1483;789
08.01.2016;17:00 - 17:15;1535;805
08.01.2016;17:15 - 17:30;1523;840
08.01.2016;17:30 - 17:45;1499;867
08.01.2016;17:45 - 18:00;1484;914
08.01.2016;18:00 - 18:15;1480;935
08.01.2016;18:15 - 18:30;1480;968
08.01.2016;18:30 - 18:45;1510;996
08.01.2016;18:45 - 19:00;1541;1046
08.01.2016;19:00 - 19:15;1527;1072
08.01.2016;19:15 - 19:30;1500;1087
08.01.2016;19:30 - 19:45;1481;1117
08.01.2016;19:45 - 20:00;1443;1167
08.01.2016;20:00 - 20:15;1428;1170
08.01.2016;20:15 - 20:30;1399;1185
08.01.2016;20:30 - 20:45;1337;1179
08.01.2016;20:45 - 21:00;1300;1184
08.01.2016;21:00 - 21:15;1270;1204
08.01.2016;21:15 - 21:30;1248;1206
08.01.2016;21:30 - 21:45;1229;1198
08.01.2016;21:45 - 22:00;1197;1167
08.01.2016;22:00 - 22:15;1168;1097
08.01.2016;22:15 - 22:30;1117;1095
08.01.2016;22:30 - 22:45;1064;1087
08.01.2016;22:45 - 23:00;996;1057
08.01.2016;23:00 - 23:15;943;1058
08.01.2016;23:15 - 23:30;916;1084
08.01.2016;23:30 - 23:45;881;1072
08.01.2016;23:45 - 00:00;841;1076
09.01.2016;00:00 - 00:15;863;1072
09.01.2016;00:15 - 00:30;868;1067
09.01.2016;00:30 - 00:45;822;1049
09.01.2016;00:45 - 01:00;806;1018
09.01.2016;01:00 - 01:15;811;1009
09.01.2016;01:15 - 01:30;787;1034
09.01.2016;01:30 - 01:45;786;1075
09.01.2016;01:45 - 02:00;783;1074
09.01.2016;02:00 - 02:15;802;1052
09.01.2016;02:15 - 02:30;798;1043
09.01.2016;02:30 - 02:45;770;1011
09.01.2016;02:45 - 03:00;744;957
09.01.2016;03:00 - 03:15;728;942
09.01.2016;03:15 - 03:30;724;899
09.01.2016;03:30 - 03:45;723;865
09.01.2016;03:45 - 04:00;746;792
09.01.2016;04:00 - 04:15;743;758
09.01.2016;04:15 - 04:30;729;736
09.01.2016;04:30 - 04:45;707;727
09.01.2016;04:45 - 05:00;686;704
09.01.2016;05:00 - 05:15;673;669
09.01.2016;05:15 - 05:30;666;694
09.01.2016;05:30 - 05:45;660;718
09.01.2016;05:45 - 06:00;659;736
09.01.2016;06:00 - 06:15;654;759
09.01.2016;06:15 - 06:30;672;798
09.01.2016;06:30 - 06:45;669;851
09.01.2016;06:45 - 07:00;679;913
09.01.2016;07:00 - 07:15;685;972
09.01.2016;07:15 - 07:30;699;1030
09.01.2016;07:30 - 07:45;714;1071
09.01.2016;07:45 - 08:00;734;1098
09.01.2016;08:00 - 08:15;746;1109
09.01.2016;08:15 - 08:30;758;1120
09.01.2016;08:30 - 08:45;758;1116
09.01.2016;08:45 - 09:00;759;1114
09.01.2016;09:00 - 09:15;762;1160
09.01.2016;09:15 - 09:30;768;1199
09.01.2016;09:30 - 09:45;780;1198
09.01.2016;09:45 - 10:00;798;1205
09.01.2016;10:00 - 10:15;809;1180
09.01.2016;10:15 - 10:30;815;1182
09.01.2016;10:30 - 10:45;819;1171
09.01.2016;10:45 - 11:00;832;1126
09.01.2016;11:00 - 11:15;831;1047
09.01.2016;11:15 - 11:30;830;1019
09.01.2016;11:30 - 11:45;826;1001
09.01.2016;11:45 - 12:00;813;977
09.01.2016;12:00 - 12:15;824;944
09.01.2016;12:15 - 12:30;836;908
09.01.2016;12:30 - 12:45;829;867
09.01.2016;12:45 - 13:00;805;850
09.01.2016;13:00 - 13:15;815;874
09.01.2016;13:15 - 13:30;838;790
09.01.2016;13:30 - 13:45;820;734
09.01.2016;13:45 - 14:00;813;725
09.01.2016;14:00 - 14:15;816;770
09.01.2016;14:15 - 14:30;816;786
09.01.2016;14:30 - 14:45;828;766
09.01.2016;14:45 - 15:00;845;760
09.01.2016;15:00 - 15:15;851;812
09.01.2016;15:15 - 15:30;834;907
09.01.2016;15:30 - 15:45;837;975
09.01.2016;15:45 - 16:00;841;1060
09.01.2016;16:00 - 16:15;849;1155
09.01.2016;16:15 - 16:30;867;1269
09.01.2016;16:30 - 16:45;882;1305
09.01.2016;16:45 - 17:00;900;1395
09.01.2016;17:00 - 17:15;902;1461
09.01.2016;17:15 - 17:30;912;1531
09.01.2016;17:30 - 17:45;921;1574
09.01.2016;17:45 - 18:00;933;1613
09.01.2016;18:00 - 18:15;945;1650
09.01.2016;18:15 - 18:30;966;1675
09.01.2016;18:30 - 18:45;999;1745
09.01.2016;18:45 - 19:00;1022;1832
09.01.2016;19:00 - 19:15;1035;1905
09.01.2016;19:15 - 19:30;1038;1968
09.01.2016;19:30 - 19:45;1034;2060
09.01.2016;19:45 - 20:00;1015;2111
09.01.2016;20:00 - 20:15;1013;2145
09.01.2016;20:15 - 20:30;1035;2165
09.01.2016;20:30 - 20:45;1069;2195
09.01.2016;20:45 - 21:00;1118;2247
09.01.2016;21:00 - 21:15;1163;2260
09.01.2016;21:15 - 21:30;1201;2234
09.01.2016;21:30 - 21:45;1262;2242
09.01.2016;21:45 - 22:00;1329;2268
09.01.2016;22:00 - 22:15;1388;2258
09.01.2016;22:15 - 22:30;1412;2253
09.01.2016;22:30 - 22:45;1434;2281
09.01.2016;22:45 - 23:00;1464;2347
09.01.2016;23:00 - 23:15;1504;2409
09.01.2016;23:15 - 23:30;1530;2513
09.01.2016;23:30 - 23:45;1555;2486
09.01.2016;23:45 - 00:00;1607;2457
10.01.2016;00:00 - 00:15;2400;2545
10.01.2016;00:15 - 00:30;2440;2609
10.01.2016;00:30 - 00:45;2493;2715
10.01.2016;00:45 - 01:00;2540;2803
10.01.2016;01:00 - 01:15;2569;2888
10.01.2016;01:15 - 01:30;2589;2942
10.01.2016;01:30 - 01:45;2616;2983
10.01.2016;01:45 - 02:00;2671;3096
10.01.2016;02:00 - 02:15;2686;3227
10.01.2016;02:15 - 02:30;2709;3321
10.01.2016;02:30 - 02:45;2727;3318
10.01.2016;02:45 - 03:00;2791;3312
10.01.2016;03:00 - 03:15;2812;3407
10.01.2016;03:15 - 03:30;2831;3390
10.01.2016;03:30 - 03:45;2823;3394
10.01.2016;03:45 - 04:00;2828;3335
10.01.2016;04:00 - 04:15;2828;3376
10.01.2016;04:15 - 04:30;2826;3452
10.01.2016;04:30 - 04:45;2838;3476
10.01.2016;04:45 - 05:00;2856;3402
10.01.2016;05:00 - 05:15;2879;3357
10.01.2016;05:15 - 05:30;2920;3390
10.01.2016;05:30 - 05:45;2956;3397
10.01.2016;05:45 - 06:00;2979;3438
10.01.2016;06:00 - 06:15;2981;3396
10.01.2016;06:15 - 06:30;2879;3324
10.01.2016;06:30 - 06:45;2797;3373
10.01.2016;06:45 - 07:00;2749;3487
10.01.2016;07:00 - 07:15;2732;3569
10.01.2016;07:15 - 07:30;2759;3619
10.01.2016;07:30 - 07:45;2857;3654
10.01.2016;07:45 - 08:00;2973;3623
10.01.2016;08:00 - 08:15;3073;3593
10.01.2016;08:15 - 08:30;3059;3455
10.01.2016;08:30 - 08:45;3097;3338
10.01.2016;08:45 - 09:00;3049;3269
10.01.2016;09:00 - 09:15;3057;3281
10.01.2016;09:15 - 09:30;3070;3188
10.01.2016;09:30 - 09:45;3176;3242
10.01.2016;09:45 - 10:00;3272;3313
10.01.2016;10:00 - 10:15;3328;3321
10.01.2016;10:15 - 10:30;3357;3332
10.01.2016;10:30 - 10:45;3382;3218
10.01.2016;10:45 - 11:00;3381;3224
10.01.2016;11:00 - 11:15;3371;3225
10.01.2016;11:15 - 11:30;3338;3276
10.01.2016;11:30 - 11:45;3286;3385
10.01.2016;11:45 - 12:00;3202;3386
10.01.2016;12:00 - 12:15;3143;3336
10.01.2016;12:15 - 12:30;3107;3268
10.01.2016;12:30 - 12:45;3067;3312
10.01.2016;12:45 - 13:00;3031;3191
10.01.2016;13:00 - 13:15;3000;3034
10.01.2016;13:15 - 13:30;2922;2839
10.01.2016;13:30 - 13:45;2787;2748
10.01.2016;13:45 - 14:00;2650;2618
10.01.2016;14:00 - 14:15;2542;2455
10.01.2016;14:15 - 14:30;2456;2192
10.01.2016;14:30 - 14:45;2374;1968
10.01.2016;14:45 - 15:00;2283;1897
10.01.2016;15:00 - 15:15;2233;1921
10.01.2016;15:15 - 15:30;2183;1815
10.01.2016;15:30 - 15:45;2141;1867
10.01.2016;15:45 - 16:00;2098;1969
10.01.2016;16:00 - 16:15;2044;2056
10.01.2016;16:15 - 16:30;2007;2211
10.01.2016;16:30 - 16:45;1966;2251
10.01.2016;16:45 - 17:00;1934;2328
10.01.2016;17:00 - 17:15;1918;2364
10.01.2016;17:15 - 17:30;1921;2420
10.01.2016;17:30 - 17:45;1960;2494
10.01.2016;17:45 - 18:00;1917;2653
10.01.2016;18:00 - 18:15;1902;2660
10.01.2016;18:15 - 18:30;1879;2579
10.01.2016;18:30 - 18:45;1830;2457
10.01.2016;18:45 - 19:00;1808;2464
10.01.2016;19:00 - 19:15;1801;2425
10.01.2016;19:15 - 19:30;1823;2339
10.01.2016;19:30 - 19:45;1887;2290
10.01.2016;19:45 - 20:00;1868;2249
10.01.2016;20:00 - 20:15;1905;2117
10.01.2016;20:15 - 20:30;1867;1983
10.01.2016;20:30 - 20:45;1760;1859
10.01.2016;20:45 - 21:00;1693;1861
10.01.2016;21:00 - 21:15;1663;1941
10.01.2016;21:15 - 21:30;1694;1946
10.01.2016;21:30 - 21:45;1767;1908
10.01.2016;21:45 - 22:00;1841;1831
10.01.2016;22:00 - 22:15;1876;1793
10.01.2016;22:15 - 22:30;1871;1772
10.01.2016;22:30 - 22:45;1858;1820
10.01.2016;22:45 - 23:00;1860;1853
10.01.2016;23:00 - 23:15;1865;1851
10.01.2016;23:15 - 23:30;1848;1856
10.01.2016;23:30 - 23:45;1797;1836
10.01.2016;23:45 - 00:00;1742;1801
11.01.2016;00:00 - 00:15;1920;1715
11.01.2016;00:15 - 00:30;1891;1650
11.01.2016;00:30 - 00:45;1855;1534
11.01.2016;00:45 - 01:00;1825;1479
11.01.2016;01:00 - 01:15;1797;1484
11.01.2016;01:15 - 01:30;1761;1489
11.01.2016;01:30 - 01:45;1715;1471
11.01.2016;01:45 - 02:00;1673;1422
11.01.2016;02:00 - 02:15;1644;1380
11.01.2016;02:15 - 02:30;1613;1326
11.01.2016;02:30 - 02:45;1569;1217
11.01.2016;02:45 - 03:00;1525;1142
11.01.2016;03:00 - 03:15;1490;1046
11.01.2016;03:15 - 03:30;1443;1036
11.01.2016;03:30 - 03:45;1400;1059
11.01.2016;03:45 - 04:00;1347;1079
11.01.2016;04:00 - 04:15;1309;1049
11.01.2016;04:15 - 04:30;1292;1053
11.01.2016;04:30 - 04:45;1275;1056
11.01.2016;04:45 - 05:00;1274;1054
11.01.2016;05:00 - 05:15;1271;1032
11.01.2016;05:15 - 05:30;1273;1038
11.01.2016;05:30 - 05:45;1303;1004
11.01.2016;05:45 - 06:00;1307;1044
11.01.2016;06:00 - 06:15;1300;1130
11.01.2016;06:15 - 06:30;1286;1177
11.01.2016;06:30 - 06:45;1284;1245
11.01.2016;06:45 - 07:00;1254;1257
11.01.2016;07:00 - 07:15;1255;1317
11.01.2016;07:15 - 07:30;1283;1405
11.01.2016;07:30 - 07:45;1334;1433
11.01.2016;07:45 - 08:00;1370;1487
11.01.2016;08:00 - 08:15;1386;1550
11.01.2016;08:15 - 08:30;1393;1668
11.01.2016;08:30 - 08:45;1360;1852
11.01.2016;08:45 - 09:00;1368;2005
11.01.2016;09:00 - 09:15;1345;2090
11.01.2016;09:15 - 09:30;1364;2198
11.01.2016;09:30 - 09:45;1401;2363
11.01.2016;09:45 - 10:00;1438;2516
11.01.2016;10:00 - 10:15;1449;2497
11.01.2016;10:15 - 10:30;1466;2378
11.01.2016;10:30 - 10:45;1497;2371
11.01.2016;10:45 - 11:00;1506;2354
11.01.2016;11:00 - 11:15;1480;2339
11.01.2016;11:15 - 11:30;1495;2401
11.01.2016;11:30 - 11:45;1505;2411
11.01.2016;11:45 - 12:00;1459;2440
11.01.2016;12:00 - 12:15;1432;2378
11.01.2016;12:15 - 12:30;1440;2290
11.01.2016;12:30 - 12:45;1429;2148
11.01.2016;12:45 - 13:00;1417;2095
11.01.2016;13:00 - 13:15;1415;2122
11.01.2016;13:15 - 13:30;1449;2162
11.01.2016;13:30 - 13:45;1513;2192
11.01.2016;13:45 - 14:00;1543;2165
11.01.2016;14:00 - 14:15;1558;2119
11.01.2016;14:15 - 14:30;1601;2123
11.01.2016;14:30 - 14:45;1628;2182
11.01.2016;14:45 - 15:00;1632;2346
11.01.2016;15:00 - 15:15;1638;2388
11.01.2016;15:15 - 15:30;1671;2408
11.01.2016;15:30 - 15:45;1666;2496
11.01.2016;15:45 - 16:00;1669;2611
11.01.2016;16:00 - 16:15;1674;2456
11.01.2016;16:15 - 16:30;1653;2434
11.01.2016;16:30 - 16:45;1661;2513
11.01.2016;16:45 - 17:00;1684;2580
11.01.2016;17:00 - 17:15;1691;2614
11.01.2016;17:15 - 17:30;1717;2653
11.01.2016;17:30 - 17:45;1746;2837
11.01.2016;17:45 - 18:00;1781;2835
11.01.2016;18:00 - 18:15;1823;2806
11.01.2016;18:15 - 18:30;1859;2857
11.01.2016;18:30 - 18:45;1937;2909
11.01.2016;18:45 - 19:00;1990;2963
11.01.2016;19:00 - 19:15;2020;3037
11.01.2016;19:15 - 19:30;2043;3006
11.01.2016;19:30 - 19:45;2022;2998
11.01.2016;19:45 - 20:00;2050;3017
11.01.2016;20:00 - 20:15;2104;3100
11.01.2016;20:15 - 20:30;2115;3207
11.01.2016;20:30 - 20:45;2112;3266
11.01.2016;20:45 - 21:00;2135;3236
11.01.2016;21:00 - 21:15;2171;3253
11.01.2016;21:15 - 21:30;2184;3241
11.01.2016;21:30 - 21:45;2186;3319
11.01.2016;21:45 - 22:00;2207;3426
11.01.2016;22:00 - 22:15;2203;3356
11.01.2016;22:15 - 22:30;2181;3333
11.01.2016;22:30 - 22:45;2060;3335
11.01.2016;22:45 - 23:00;2007;3256
11.01.2016;23:00 - 23:15;1989;3182
11.01.2016;23:15 - 23:30;2037;3053
11.01.2016;23:30 - 23:45;2136;2993
11.01.2016;23:45 - 00:00;2245;2973
12.01.2016;00:00 - 00:15;2789;2921
12.01.2016;00:15 - 00:30;2785;2810
12.01.2016;00:30 - 00:45;2799;2734
12.01.2016;00:45 - 01:00;2815;2676
12.01.2016;01:00 - 01:15;2828;2687
12.01.2016;01:15 - 01:30;2844;2676
12.01.2016;01:30 - 01:45;2852;2738
12.01.2016;01:45 - 02:00;2863;2704
12.01.2016;02:00 - 02:15;2865;2667
12.01.2016;02:15 - 02:30;2858;2589
12.01.2016;02:30 - 02:45;2848;2511
12.01.2016;02:45 - 03:00;2852;2553
12.01.2016;03:00 - 03:15;2851;2542
12.01.2016;03:15 - 03:30;2839;2598
12.01.2016;03:30 - 03:45;2775;2616
12.01.2016;03:45 - 04:00;2687;2659
12.01.2016;04:00 - 04:15;2652;2753
12.01.2016;04:15 - 04:30;2592;2869
12.01.2016;04:30 - 04:45;2534;2991
12.01.2016;04:45 - 05:00;2481;3106
12.01.2016;05:00 - 05:15;2450;3164
12.01.2016;05:15 - 05:30;2451;3224
12.01.2016;05:30 - 05:45;2476;3291
12.01.2016;05:45 - 06:00;2500;3287
12.01.2016;06:00 - 06:15;2523;3356
12.01.2016;06:15 - 06:30;2530;3379
12.01.2016;06:30 - 06:45;2598;3351
12.01.2016;06:45 - 07:00;2631;3280
12.01.2016;07:00 - 07:15;2644;3196
12.01.2016;07:15 - 07:30;2667;3089
12.01.2016;07:30 - 07:45;2687;3037
12.01.2016;07:45 - 08:00;2662;3065
12.01.2016;08:00 - 08:15;2696;3016
12.01.2016;08:15 - 08:30;2726;3018
12.01.2016;08:30 - 08:45;2769;3061
12.01.2016;08:45 - 09:00;2814;3193
12.01.2016;09:00 - 09:15;2838;3230
12.01.2016;09:15 - 09:30;2857;3219
12.01.2016;09:30 - 09:45;2888;3220
12.01.2016;09:45 - 10:00;2916;3274
12.01.2016;10:00 - 10:15;2929;3340
12.01.2016;10:15 - 10:30;2939;3418
12.01.2016;10:30 - 10:45;2962;3437
12.01.2016;10:45 - 11:00;2984;3394
12.01.2016;11:00 - 11:15;2998;3346
12.01.2016;11:15 - 11:30;3021;3405
12.01.2016;11:30 - 11:45;3056;3480
12.01.2016;11:45 - 12:00;3089;3481
12.01.2016;12:00 - 12:15;3142;3533
12.01.2016;12:15 - 12:30;3179;3554
12.01.2016;12:30 - 12:45;3204;3641
12.01.2016;12:45 - 13:00;3214;3680
12.01.2016;13:00 - 13:15;3223;3686
12.01.2016;13:15 - 13:30;3211;3743
12.01.2016;13:30 - 13:45;3180;3657
12.01.2016;13:45 - 14:00;3185;3568
12.01.2016;14:00 - 14:15;3179;3477
12.01.2016;14:15 - 14:30;3168;3432
12.01.2016;14:30 - 14:45;3158;3473
12.01.2016;14:45 - 15:00;3159;3412
12.01.2016;15:00 - 15:15;3119;3430
12.01.2016;15:15 - 15:30;3095;3431
12.01.2016;15:30 - 15:45;3068;3341
12.01.2016;15:45 - 16:00;2993;3288
12.01.2016;16:00 - 16:15;2983;3315
12.01.2016;16:15 - 16:30;2990;3407
12.01.2016;16:30 - 16:45;3024;3395
12.01.2016;16:45 - 17:00;3092;3316
12.01.2016;17:00 - 17:15;3147;3329
12.01.2016;17:15 - 17:30;3168;3330
12.01.2016;17:30 - 17:45;3194;3435
12.01.2016;17:45 - 18:00;3207;3454
12.01.2016;18:00 - 18:15;3238;3474
12.01.2016;18:15 - 18:30;3211;3560
12.01.2016;18:30 - 18:45;3143;3562
12.01.2016;18:45 - 19:00;3088;3622
12.01.2016;19:00 - 19:15;3053;3607
12.01.2016;19:15 - 19:30;3053;3735
12.01.2016;19:30 - 19:45;3018;3795
12.01.2016;19:45 - 20:00;3007;3938
12.01.2016;20:00 - 20:15;3042;4057
12.01.2016;20:15 - 20:30;3103;4190
12.01.2016;20:30 - 20:45;3106;4275
12.01.2016;20:45 - 21:00;3102;4324
12.01.2016;21:00 - 21:15;3099;4311
12.01.2016;21:15 - 21:30;3073;4336
12.01.2016;21:30 - 21:45;3060;4325
12.01.2016;21:45 - 22:00;3059;4321
12.01.2016;22:00 - 22:15;3051;4223
12.01.2016;22:15 - 22:30;3046;4241
12.01.2016;22:30 - 22:45;3023;4250
12.01.2016;22:45 - 23:00;3007;4245
12.01.2016;23:00 - 23:15;2995;4286
12.01.2016;23:15 - 23:30;2967;4331
12.01.2016;23:30 - 23:45;2906;4365
12.01.2016;23:45 - 00:00;2853;4348
13.01.2016;00:00 - 00:15;3509;4320
13.01.2016;00:15 - 00:30;3491;4281
13.01.2016;00:30 - 00:45;3460;4253
13.01.2016;00:45 - 01:00;3422;4235
13.01.2016;01:00 - 01:15;3411;4241
13.01.2016;01:15 - 01:30;3444;4267
13.01.2016;01:30 - 01:45;3518;4374
13.01.2016;01:45 - 02:00;3529;4434
13.01.2016;02:00 - 02:15;3566;4436
13.01.2016;02:15 - 02:30;3567;4499
13.01.2016;02:30 - 02:45;3582;4484
13.01.2016;02:45 - 03:00;3539;4479
13.01.2016;03:00 - 03:15;3547;4503
13.01.2016;03:15 - 03:30;3583;4488
13.01.2016;03:30 - 03:45;3587;4491
13.01.2016;03:45 - 04:00;3554;4450
13.01.2016;04:00 - 04:15;3561;4425
13.01.2016;04:15 - 04:30;3615;4401
13.01.2016;04:30 - 04:45;3714;4403
13.01.2016;04:45 - 05:00;3807;4481
13.01.2016;05:00 - 05:15;3923;4623
13.01.2016;05:15 - 05:30;3914;4763
13.01.2016;05:30 - 05:45;3875;4899
13.01.2016;05:45 - 06:00;3825;4890
13.01.2016;06:00 - 06:15;3853;5045
13.01.2016;06:15 - 06:30;3835;5098
13.01.2016;06:30 - 06:45;3758;5171
13.01.2016;06:45 - 07:00;3713;5207
13.01.2016;07:00 - 07:15;3616;5230
13.01.2016;07:15 - 07:30;3526;5188
13.01.2016;07:30 - 07:45;3332;5112
13.01.2016;07:45 - 08:00;3199;5154
13.01.2016;08:00 - 08:15;3131;5083
13.01.2016;08:15 - 08:30;3106;4987
13.01.2016;08:30 - 08:45;3078;4921
13.01.2016;08:45 - 09:00;3056;4805
13.01.2016;09:00 - 09:15;3034;4571
13.01.2016;09:15 - 09:30;2990;4414
13.01.2016;09:30 - 09:45;2911;4230
13.01.2016;09:45 - 10:00;2821;4129
13.01.2016;10:00 - 10:15;2769;4100
13.01.2016;10:15 - 10:30;2748;4015
13.01.2016;10:30 - 10:45;2653;3862
13.01.2016;10:45 - 11:00;2604;3801
13.01.2016;11:00 - 11:15;2593;3743
13.01.2016;11:15 - 11:30;2615;3688
13.01.2016;11:30 - 11:45;2562;3585
13.01.2016;11:45 - 12:00;2569;3530
13.01.2016;12:00 - 12:15;2573;3470
13.01.2016;12:15 - 12:30;2584;3420
13.01.2016;12:30 - 12:45;2596;3389
13.01.2016;12:45 - 13:00;2621;3367
13.01.2016;13:00 - 13:15;2626;3275
13.01.2016;13:15 - 13:30;2629;3171
13.01.2016;13:30 - 13:45;2608;3124
13.01.2016;13:45 - 14:00;2563;3103
13.01.2016;14:00 - 14:15;2540;3002
13.01.2016;14:15 - 14:30;2535;2897
13.01.2016;14:30 - 14:45;2528;2725
13.01.2016;14:45 - 15:00;2518;2565
13.01.2016;15:00 - 15:15;2512;2530
13.01.2016;15:15 - 15:30;2486;2471
13.01.2016;15:30 - 15:45;2447;2556
13.01.2016;15:45 - 16:00;2393;2605
13.01.2016;16:00 - 16:15;2351;2517
13.01.2016;16:15 - 16:30;2311;2539
13.01.2016;16:30 - 16:45;2271;2506
13.01.2016;16:45 - 17:00;2226;2482
13.01.2016;17:00 - 17:15;2214;2539
13.01.2016;17:15 - 17:30;2224;2539
13.01.2016;17:30 - 17:45;2253;2497
13.01.2016;17:45 - 18:00;2295;2479
13.01.2016;18:00 - 18:15;2309;2439
13.01.2016;18:15 - 18:30;2291;2412
13.01.2016;18:30 - 18:45;2275;2390
13.01.2016;18:45 - 19:00;2276;2435
13.01.2016;19:00 - 19:15;2290;2467
13.01.2016;19:15 - 19:30;2303;2505
13.01.2016;19:30 - 19:45;2323;2493
13.01.2016;19:45 - 20:00;2349;2521
13.01.2016;20:00 - 20:15;2411;2524
13.01.2016;20:15 - 20:30;2380;2549
